,ABV,FG,IBU,OG,SRM,boil_time,boil_time_units,extras,fermentables,hops,link,meets_guidelines,name,style,volume,volume_units,yeast
1600,0.057,1.012,77,1.055,5,60,min,0,"{0: {'amount': 20.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 3, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Apollo (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.18, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Apollo (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.18, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Apollo (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.18, 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Apollo (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.18, 'generic': True}, 4: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Apollo (US)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.18, 'generic': True}}",http://www.brewtoad.com/recipes/apollo-smash,1,Apollo SMaSH,Specialty Beer,10.01,gal,"{0: {'name': 'Fermentis US-05', 'yeast_lab': '', 'yeast_attenuation': 0.78}}"
1601,0.09699999999999999,1.022,24,1.096,19,60,min,"{0: {'amount': 4.0, 'amount_unit': 'g', 'name': 'Coriander Seed', 'time': '5.0\nmin', 'use': 'Boil', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Irish Moss', 'time': '10.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 11.25, 'amount_unit': 'lb', 'name': 'Pilsen (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 36, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 3.0, 'amount_unit': 'lb', 'name': 'Invert Sugar', 'maltster': 'Any', 'use': 'Boil', 'PPG': 46, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Wheat (BE)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'CaraMunich (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 50, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Special B (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 115, 'color_unit': '°L', 'generic': True}, 5: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Carafa I (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 340, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Styrian Golding (SI)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.052000000000000005, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Hersbrucker (DE)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.042, 'generic': True}}",http://www.brewtoad.com/recipes/joe-chefort-10,1,Joe-chefort 10,Belgian Dark Strong Ale,5.0,gal,"{0: {'name': 'Belgian Style Ale Yeast Blend', 'yeast_lab': 'White Labs WLP575', 'yeast_attenuation': 0.77}}"
1602,0.057,1.019,23,1.063,15,60,min,"{0: {'amount': 4.0, 'amount_unit': 'oz', 'name': 'Cocoa Nibs', 'time': '2.0\nweek', 'use': 'Secondary', 'generic': True}, 1: {'amount': 2.0, 'amount_unit': 'each', 'name': 'Vanilla Beans', 'time': '2.0\nweek', 'use': 'Secondary', 'generic': True}}","{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': 'Munich Light (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 37, 'color': 5, 'color_unit': '°L', 'generic': True}, 1: {'amount': 4.0, 'amount_unit': 'lb', 'name': 'Vienna (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 37, 'color': 3, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Crystal 40L (CA)', 'maltster': 'Great Western', 'use': 'Mash', 'PPG': 32, 'color': 40, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Crystal 120L (CA)', 'maltster': 'Great Western', 'use': 'Mash', 'PPG': 32, 'color': 120, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.048, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Spalt Select (DE)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}}",http://www.brewtoad.com/recipes/winter-ale-45,1,Winter Ale,Christmas/Winter Specialty Spiced Beer,5.0,gal,"{0: {'name': 'Safale US-05', 'yeast_lab': 'Fermentis US-05', 'yeast_attenuation': 0.7}}"
1603,0.042,1.007,20,1.039,2,60,min,0,"{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': 'Bohemian Pilsner (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Flaked Rye', 'maltster': 'Any', 'use': 'Mash', 'PPG': 36, 'color': 2, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Saaz (CZ)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.026000000000000002, 'generic': True}}",http://www.brewtoad.com/recipes/rye-saison-10-15-13,1,Rye Saison 10/15/13,Belgian Specialty Ale,5.0,gal,"{0: {'name': 'Belle Saison', 'yeast_lab': 'Danstar', 'yeast_attenuation': 0.825}}"
1604,0.051,1.015,28,1.054,29,60,min,0,"{0: {'amount': 18.5, 'amount_unit': 'lb', 'name': 'Pale Ale (CA)', 'maltster': 'Gambrinus', 'use': 'Mash', 'PPG': 37, 'color': 2, 'color_unit': '°L', 'generic': True}, 1: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Flaked Oats', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 31, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'Victory (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 28, 'color_unit': '°L', 'generic': True}, 3: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 127, 'color_unit': '°L', 'generic': True}, 4: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Roasted Barley (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 33, 'color': 300, 'color_unit': '°L', 'generic': True}, 5: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 80L (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 33, 'color': 80, 'color_unit': '°L', 'generic': True}, 6: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carafa III (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 525, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 3.5, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.055, 'generic': True}}",http://www.brewtoad.com/recipes/oatmeal-stout-jz,1,oatmeal stout (JZ),Oatmeal Stout,12.0,gal,"{0: {'name': 'Irish Ale Yeast', 'yeast_lab': 'White Labs WLP004', 'yeast_attenuation': 0.72}}"
1605,0.052000000000000005,1.01,19,1.049,4,60,min,0,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'Pilsner (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'Munich - Light 10L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 10, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Melanoidin (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 25, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Spalt (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.032, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Hallertau (DE)', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.040999999999999995, 'generic': True}}",http://www.brewtoad.com/recipes/munich-helles-yinzer-brewing,1,Munich Helles Yinzer Brewing,Munich Helles,5.25,gal,"{0: {'name': 'Saflager W-34/70', 'yeast_lab': 'Fermentis W-34/70', 'yeast_attenuation': 0.8}}"
1606,0.05,1.014,39,1.053,16,60,min,0,"{0: {'amount': 5.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 4.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Munich - Dark 20L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 20, 'color_unit': '°L', 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 30L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 30, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Williamette (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'East Kent Golding (UK)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}}",http://www.brewtoad.com/recipes/usb-1,1,USB,Extra Special/Strong Bitter (English Pale Ale),5.5,gal,"{0: {'name': 'London Ale III', 'yeast_lab': 'Wyeast 1318', 'yeast_attenuation': 0.73}}"
1607,0.05,1.019,24,1.057,30,60,min,"{0: {'amount': 100.0, 'amount_unit': 'g', 'name': 'Coffee (Ground)', 'time': '2.0\nhr', 'use': 'Mash', 'generic': True}}","{0: {'amount': 4.5, 'amount_unit': 'kg', 'name': 'Pilsner (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 350.0, 'amount_unit': 'g', 'name': 'Roasted Barley (US)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 33, 'color': 300, 'color_unit': '°L', 'generic': True}, 2: {'amount': 200.0, 'amount_unit': 'g', 'name': 'Dark Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 420, 'color_unit': '°L', 'generic': True}, 3: {'amount': 200.0, 'amount_unit': 'g', 'name': 'Caramel/Crystal 20L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 35, 'color': 20, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 15.0, 'amount_unit': 'g', 'name': 'Hallertau (DE)', 'time': 80, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.1, 'generic': True}, 1: {'amount': 10.0, 'amount_unit': 'g', 'name': 'Saaz (CZ)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06, 'generic': True}, 2: {'amount': 5.0, 'amount_unit': 'g', 'name': 'Saaz (CZ)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06, 'generic': True}}",http://www.brewtoad.com/recipes/kenya-aa-stout,1,kenya AA stout,Sweet Stout,20.0,L,"{0: {'name': 'Irish Ale', 'yeast_lab': 'Wyeast 1084', 'yeast_attenuation': 0.675}}"
1608,0.055,1.014,30,1.056,36,65,min,0,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Flaked Oats', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 2, 'color_unit': '°L', 'generic': True}, 2: {'amount': 12.0, 'amount_unit': 'oz', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L', 'generic': True}, 3: {'amount': 6.08, 'amount_unit': 'oz', 'name': 'Roasted Barley (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 300, 'color_unit': '°L', 'generic': True}, 4: {'amount': 6.08, 'amount_unit': 'oz', 'name': 'Blackprinz (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 36, 'color': 500, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.6, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.163, 'generic': True}}",http://www.brewtoad.com/recipes/wb3-oatmeal-stout,1,WB3: Oatmeal Stout,Oatmeal Stout,5.5,gal,"{0: {'name': 'Dry English Ale Yeast', 'yeast_lab': 'White Labs WLP007', 'yeast_attenuation': 0.75}}"
1609,0.063,1.011,39,1.059,25,60,min,0,"{0: {'amount': 9.5, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 10.0, 'amount_unit': 'oz', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 120L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 120, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 60L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Victory (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 28, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.75, 'amount_unit': 'oz', 'name': 'Mosaic™ (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Nelson Sauvin (NZ)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Galena (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Galena (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Nelson Sauvin (NZ)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 5: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Mosaic™ (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}}",http://www.brewtoad.com/recipes/brown-s-additions,1,Brown's Additions,American Brown Ale,5.5,gal,"{0: {'name': 'Belgian Ale Yeast', 'yeast_lab': 'White Labs WLP550', 'yeast_attenuation': 0.815}}"
1610,0.061,1.012,49,1.059,13,60,min,0,"{0: {'amount': 27.8, 'amount_unit': 'kg', 'name': 'Golden Promise (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 3.0, 'amount_unit': 'kg', 'name': 'Pale Wheat (DE)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 36, 'color': 2, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.7, 'amount_unit': 'kg', 'name': 'Crystal 50L (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 50, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.8, 'amount_unit': 'kg', 'name': 'CaraMunich I (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 39, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'kg', 'name': 'Blackprinz (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 36, 'color': 500, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 205.1, 'amount_unit': 'g', 'name': 'Columbus (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.15, 'generic': True}, 1: {'amount': 101.1, 'amount_unit': 'g', 'name': 'Chinook (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.12, 'generic': True}, 2: {'amount': 101.1, 'amount_unit': 'g', 'name': 'Centennial (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.105, 'generic': True}, 3: {'amount': 101.1, 'amount_unit': 'g', 'name': 'Comet (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.095, 'generic': True}, 4: {'amount': 101.1, 'amount_unit': 'g', 'name': 'Cascade (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 5: {'amount': 205.1, 'amount_unit': 'g', 'name': 'Cascade (US)', 'time': 1, 'use': 'Whirlpool', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 6: {'amount': 205.1, 'amount_unit': 'g', 'name': 'Chinook (US)', 'time': 1, 'use': 'Whirlpool', 'form': 'Pellet', 'alpha': 0.12, 'generic': True}, 7: {'amount': 205.1, 'amount_unit': 'g', 'name': 'Centennial (US)', 'time': 1, 'use': 'Whirlpool', 'form': 'Pellet', 'alpha': 0.105, 'generic': True}, 8: {'amount': 205.1, 'amount_unit': 'g', 'name': 'Comet (US)', 'time': 1, 'use': 'Whirlpool', 'form': 'Pellet', 'alpha': 0.095, 'generic': True}}",http://www.brewtoad.com/recipes/150-liter-red-ipa,1,150 liter RED IPA,American IPA,150.0,L,"{0: {'name': '205.1\n\ng', 'yeast_lab': 'White Labs', 'yeast_attenuation': 0.8}}"
1611,0.044000000000000004,1.012,13,1.045,2,60,min,0,"{0: {'amount': 2.0, 'amount_unit': 'kg', 'name': 'Pilsner (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.5, 'amount_unit': 'kg', 'name': 'Wheat Malt (DE)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 37, 'color': 2, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'kg', 'name': 'Flaked Wheat', 'maltster': 'Any', 'use': 'Boil', 'PPG': 34, 'color': 2, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.3, 'amount_unit': 'kg', 'name': 'Flaked Oats', 'maltster': 'Any', 'use': 'Boil', 'PPG': 33, 'color': 2, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 14.0, 'amount_unit': 'g', 'name': 'East Kent Golding (UK)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}, 1: {'amount': 14.0, 'amount_unit': 'g', 'name': 'Saaz (CZ)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.032, 'generic': True}, 2: {'amount': 14.0, 'amount_unit': 'g', 'name': 'Saaz (CZ)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.032, 'generic': True}}",http://www.brewtoad.com/recipes/1-698c3e,1,호가든-1,Weizen/Weissbier,20.0,L,"{0: {'name': 'Forbidden Fruit', 'yeast_lab': 'Wyeast 3463', 'yeast_attenuation': 0.74}}"
1612,0.051,1.01,11,1.049,4,75,min,0,"{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': '6-Row (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 36, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Flaked Corn', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Munich - Light 10L (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 35, 'color': 10, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.043, 'generic': True}, 1: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.043, 'generic': True}, 2: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.043, 'generic': True}}",http://www.brewtoad.com/recipes/labatt-blue-clone-1,1,Labatt Blue Clone,Standard American Lager,5.0,gal,"{0: {'name': 'American Lager Yeast', 'yeast_lab': 'Wyeast 2035', 'yeast_attenuation': 0.8}}"
1613,0.053,1.017,24,1.058,31,60,min,"{0: {'amount': 4.0, 'amount_unit': 'oz', 'name': 'Cocoa Nibs', 'time': '7.0\ndays', 'use': 'Secondary', 'generic': True}}","{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Lactose (Milk Sugar)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 41, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carafa III (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 535, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Chocolate (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 30, 'color': 340, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.75, 'amount_unit': 'oz', 'name': 'Cluster (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cluster (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}}",http://www.brewtoad.com/recipes/chocolate-stout-787aef,1,Chocolate Stout,Sweet Stout,5.5,gal,"{0: {'name': 'Safale S-04', 'yeast_lab': 'Fermentis S-04', 'yeast_attenuation': 0.7}}"
1614,0.055,1.012,34,1.054,9,90,min,"{0: {'amount': 2.0, 'amount_unit': 'each', 'name': 'Habanero Pepper', 'time': '1.0\ndays', 'use': 'Secondary', 'generic': False}}","{0: {'amount': 8.0, 'amount_unit': 'lb', 'name': 'Pilsner (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Turbinado', 'maltster': 'Any', 'use': 'Boil', 'PPG': 44, 'color': 10, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Biscuit (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 35, 'color': 23, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'CaraMunich I (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 39, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.25, 'amount_unit': 'lb', 'name': 'Special B (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 115, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.075, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.075, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Sterling (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.075, 'generic': True}}",http://www.brewtoad.com/recipes/habanero-speciale,1,Habanero Speciale,Belgian Specialty Ale,5.5,gal,"{0: {'name': 'Belgian Bastogne Ale Yeast', 'yeast_lab': 'White Labs WLP510', 'yeast_attenuation': 0.77}}"
1615,0.07400000000000001,1.017,54,1.074,6,60,min,0,"{0: {'amount': 10.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 2.83, 'amount_unit': 'lb', 'name': 'Pale Ale (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 3, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 40L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.2, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 45, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.091, 'generic': True}, 1: {'amount': 1.2, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.091, 'generic': True}, 2: {'amount': 3.5, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.091, 'generic': True}}",http://www.brewtoad.com/recipes/bells-two-hearted-ale-clone-16,1,Bell's Two Hearted Ale clone,American IPA,5.0,gal,"{0: {'name': 'California Ale Yeast', 'yeast_lab': 'White Labs WLP001', 'yeast_attenuation': 0.765}}"
